I0926 19:02:45.036639       1 cli.go:275] **************** gVisor ****************
I0926 19:02:45.036667       1 cli.go:276] Version release-20260921.0, go1.26.3, amd64, 4 CPUs, linux, PID 1, PPID 0, UID 0, GID 0
D0926 19:02:45.036672       1 cli.go:277] Page size: 0x1000 (4096 bytes)
I0926 19:02:45.036676       1 cli.go:278] Args: [runsc-sandbox --debug=true --log=/run/containerd/io.containerd.runtime.v2.task/moby/5dd3acb6d0841c5f8b0dfbc476f6c028322ffd15d78762ddae5b20288846f6be/log.json --log-format=json --debug-log=/var/log/runsc-70/ --platform=systrap --systemd-cgroup=true --root=/var/run/docker/runtime-runc/moby --log-fd=3 --debug-log-fd=4 boot --bundle=/run/containerd/io.containerd.runtime.v2.task/moby/5dd3acb6d0841c5f8b0dfbc476f6c028322ffd15d78762ddae5b20288846f6be --gofer-mount-confs=lisafs:self,lisafs:none,lisafs:none,lisafs:none --apply-caps=true --setup-root --total-host-memory 8326336512 --cpu-num 4 --cpu-quota 400000 --cpu-period 100000 --total-memory 2147483648 --io-fds=5 --io-fds=6 --io-fds=7 --io-fds=8 --dev-io-fd=-1 --gofer-filestore-fds=9 --mounts-fd=10 --start-sync-fd=11 --pin-ring-fd=12 --controller-fd=13 --spec-fd=14 --stdio-fds=15 --stdio-fds=16 --stdio-fds=17 5dd3acb6d0841c5f8b0dfbc476f6c028322ffd15d78762ddae5b20288846f6be]
I0926 19:02:45.036686       1 config.go:558] Platform: systrap
I0926 19:02:45.036693       1 config.go:559] RootDir: /var/run/docker/runtime-runc/moby
I0926 19:02:45.036695       1 config.go:560] FileAccess: exclusive / Directfs: true / Overlay: root:self
I0926 19:02:45.036697       1 config.go:561] Network: sandbox
I0926 19:02:45.036699       1 config.go:562] UseCPUNums: false
I0926 19:02:45.036701       1 config.go:564] Debug: true. Strace: false, max size: 1024, syscalls: 
W0926 19:02:45.036702       1 config.go:567] --allow-suid is disabled, SUID/SGID bits on executables will be ignored.
D0926 19:02:45.036705       1 config.go:585] Config.RootDir (--root): /var/run/docker/runtime-runc/moby
D0926 19:02:45.036707       1 config.go:585] Config.Traceback (--traceback): system
D0926 19:02:45.036709       1 config.go:585] Config.Debug (--debug): true
D0926 19:02:45.036711       1 config.go:585] Config.LogFilename (--log): /run/containerd/io.containerd.runtime.v2.task/moby/5dd3acb6d0841c5f8b0dfbc476f6c028322ffd15d78762ddae5b20288846f6be/log.json
D0926 19:02:45.036715       1 config.go:585] Config.LogFormat (--log-format): json
D0926 19:02:45.036717       1 config.go:585] Config.DebugLog (--debug-log): /var/log/runsc-70/
D0926 19:02:45.036719       1 config.go:585] Config.DebugToUserLog (--debug-to-user-log): false
D0926 19:02:45.036721       1 config.go:585] Config.DebugCommand (--debug-command): (empty)
D0926 19:02:45.036722       1 config.go:585] Config.PanicLog (--panic-log): (empty)
D0926 19:02:45.036724       1 config.go:585] Config.CoverageReport (--coverage-report): (empty)
D0926 19:02:45.036726       1 config.go:585] Config.DebugLogFormat (--debug-log-format): text
D0926 19:02:45.036727       1 config.go:585] Config.FileAccess (--file-access): exclusive
D0926 19:02:45.036729       1 config.go:585] Config.FileAccessMounts (--file-access-mounts): shared
D0926 19:02:45.036730       1 config.go:585] Config.Overlay (--overlay): false
D0926 19:02:45.036732       1 config.go:585] Config.Overlay2 (--overlay2): root:self
D0926 19:02:45.036741       1 config.go:585] Config.FSGoferHostUDS (--fsgofer-host-uds): false
D0926 19:02:45.036743       1 config.go:585] Config.HostUDS (--host-uds): none
D0926 19:02:45.036750       1 config.go:585] Config.HostFifo (--host-fifo): none
D0926 19:02:45.036752       1 config.go:585] Config.CharacterDevicePolicy (--character-device-policy): emulated-only
D0926 19:02:45.036754       1 config.go:585] Config.HostSettings (--host-settings): check
D0926 19:02:45.036756       1 config.go:585] Config.Network (--network): sandbox
D0926 19:02:45.036758       1 config.go:585] Config.GoferNetworkNamespace (--gofer-network-namespace): null
D0926 19:02:45.036760       1 config.go:585] Config.EnableRaw (--net-raw): false
D0926 19:02:45.036762       1 config.go:585] Config.AllowPacketEndpointWrite (--allow-packet-socket-write): false
D0926 19:02:45.036765       1 config.go:585] Config.AllowLiveTCPMigration (--allow-live-tcp-migration): true
