I0926 19:02:04.472299       1 cli.go:275] **************** gVisor ****************
I0926 19:02:04.472327       1 cli.go:276] Version release-20260921.0, go1.26.3, amd64, 4 CPUs, linux, PID 1, PPID 0, UID 0, GID 0
D0926 19:02:04.472331       1 cli.go:277] Page size: 0x1000 (4096 bytes)
I0926 19:02:04.472335       1 cli.go:278] Args: [runsc-sandbox --platform=systrap --systemd-cgroup=true --root=/var/run/docker/runtime-runc/moby --debug=true --log=/run/containerd/io.containerd.runtime.v2.task/moby/52affff42cee3fe00d86c7046685bbbbe5568a775846a3530f9700571cb94779/log.json --log-format=json --debug-log=/var/log/runsc-70/ --log-fd=3 --debug-log-fd=4 boot --bundle=/run/containerd/io.containerd.runtime.v2.task/moby/52affff42cee3fe00d86c7046685bbbbe5568a775846a3530f9700571cb94779 --gofer-mount-confs=lisafs:self,lisafs:none,lisafs:none,lisafs:none --apply-caps=true --setup-root --total-host-memory 8326336512 --cpu-num 2 --cpu-quota 200000 --cpu-period 100000 --total-memory 2147483648 --io-fds=5 --io-fds=6 --io-fds=7 --io-fds=8 --dev-io-fd=-1 --gofer-filestore-fds=9 --mounts-fd=10 --start-sync-fd=11 --pin-ring-fd=12 --controller-fd=13 --spec-fd=14 --stdio-fds=15 --stdio-fds=16 --stdio-fds=17 52affff42cee3fe00d86c7046685bbbbe5568a775846a3530f9700571cb94779]
I0926 19:02:04.472343       1 config.go:558] Platform: systrap
I0926 19:02:04.472348       1 config.go:559] RootDir: /var/run/docker/runtime-runc/moby
I0926 19:02:04.472350       1 config.go:560] FileAccess: exclusive / Directfs: true / Overlay: root:self
I0926 19:02:04.472353       1 config.go:561] Network: sandbox
I0926 19:02:04.472355       1 config.go:562] UseCPUNums: false
I0926 19:02:04.472357       1 config.go:564] Debug: true. Strace: false, max size: 1024, syscalls: 
W0926 19:02:04.472358       1 config.go:567] --allow-suid is disabled, SUID/SGID bits on executables will be ignored.
D0926 19:02:04.472361       1 config.go:585] Config.RootDir (--root): /var/run/docker/runtime-runc/moby
D0926 19:02:04.472363       1 config.go:585] Config.Traceback (--traceback): system
D0926 19:02:04.472365       1 config.go:585] Config.Debug (--debug): true
D0926 19:02:04.472368       1 config.go:585] Config.LogFilename (--log): /run/containerd/io.containerd.runtime.v2.task/moby/52affff42cee3fe00d86c7046685bbbbe5568a775846a3530f9700571cb94779/log.json
D0926 19:02:04.472372       1 config.go:585] Config.LogFormat (--log-format): json
D0926 19:02:04.472373       1 config.go:585] Config.DebugLog (--debug-log): /var/log/runsc-70/
D0926 19:02:04.472375       1 config.go:585] Config.DebugToUserLog (--debug-to-user-log): false
D0926 19:02:04.472377       1 config.go:585] Config.DebugCommand (--debug-command): (empty)
D0926 19:02:04.472379       1 config.go:585] Config.PanicLog (--panic-log): (empty)
D0926 19:02:04.472380       1 config.go:585] Config.CoverageReport (--coverage-report): (empty)
D0926 19:02:04.472382       1 config.go:585] Config.DebugLogFormat (--debug-log-format): text
D0926 19:02:04.472384       1 config.go:585] Config.FileAccess (--file-access): exclusive
D0926 19:02:04.472386       1 config.go:585] Config.FileAccessMounts (--file-access-mounts): shared
D0926 19:02:04.472387       1 config.go:585] Config.Overlay (--overlay): false
D0926 19:02:04.472389       1 config.go:585] Config.Overlay2 (--overlay2): root:self
D0926 19:02:04.472397       1 config.go:585] Config.FSGoferHostUDS (--fsgofer-host-uds): false
D0926 19:02:04.472401       1 config.go:585] Config.HostUDS (--host-uds): none
D0926 19:02:04.472406       1 config.go:585] Config.HostFifo (--host-fifo): none
D0926 19:02:04.472408       1 config.go:585] Config.CharacterDevicePolicy (--character-device-policy): emulated-only
D0926 19:02:04.472411       1 config.go:585] Config.HostSettings (--host-settings): check
D0926 19:02:04.472413       1 config.go:585] Config.Network (--network): sandbox
D0926 19:02:04.472415       1 config.go:585] Config.GoferNetworkNamespace (--gofer-network-namespace): null
D0926 19:02:04.472417       1 config.go:585] Config.EnableRaw (--net-raw): false
