I0926 19:02:24.516604       1 cli.go:275] **************** gVisor ****************
I0926 19:02:24.516632       1 cli.go:276] Version release-20260921.0, go1.26.3, amd64, 4 CPUs, linux, PID 1, PPID 0, UID 0, GID 0
D0926 19:02:24.516637       1 cli.go:277] Page size: 0x1000 (4096 bytes)
I0926 19:02:24.516641       1 cli.go:278] Args: [runsc-sandbox --log-format=json --debug-log=/var/log/runsc-70/ --platform=systrap --systemd-cgroup=true --root=/var/run/docker/runtime-runc/moby --debug=true --log=/run/containerd/io.containerd.runtime.v2.task/moby/589f51fd37cdc0e84008a0a3e40bd9aec2bd5982c44660c7d84ed649f3c47fed/log.json --log-fd=3 --debug-log-fd=4 boot --bundle=/run/containerd/io.containerd.runtime.v2.task/moby/589f51fd37cdc0e84008a0a3e40bd9aec2bd5982c44660c7d84ed649f3c47fed --gofer-mount-confs=lisafs:self,lisafs:none,lisafs:none,lisafs:none --apply-caps=true --setup-root --total-host-memory 8326336512 --cpu-num 2 --cpu-quota 200000 --cpu-period 100000 --total-memory 2147483648 --io-fds=5 --io-fds=6 --io-fds=7 --io-fds=8 --dev-io-fd=-1 --gofer-filestore-fds=9 --mounts-fd=10 --start-sync-fd=11 --pin-ring-fd=12 --controller-fd=13 --spec-fd=14 --stdio-fds=15 --stdio-fds=16 --stdio-fds=17 589f51fd37cdc0e84008a0a3e40bd9aec2bd5982c44660c7d84ed649f3c47fed]
I0926 19:02:24.516649       1 config.go:558] Platform: systrap
I0926 19:02:24.516654       1 config.go:559] RootDir: /var/run/docker/runtime-runc/moby
I0926 19:02:24.516656       1 config.go:560] FileAccess: exclusive / Directfs: true / Overlay: root:self
I0926 19:02:24.516659       1 config.go:561] Network: sandbox
I0926 19:02:24.516661       1 config.go:562] UseCPUNums: false
I0926 19:02:24.516662       1 config.go:564] Debug: true. Strace: false, max size: 1024, syscalls: 
W0926 19:02:24.516664       1 config.go:567] --allow-suid is disabled, SUID/SGID bits on executables will be ignored.
D0926 19:02:24.516667       1 config.go:585] Config.RootDir (--root): /var/run/docker/runtime-runc/moby
D0926 19:02:24.516669       1 config.go:585] Config.Traceback (--traceback): system
D0926 19:02:24.516671       1 config.go:585] Config.Debug (--debug): true
D0926 19:02:24.516673       1 config.go:585] Config.LogFilename (--log): /run/containerd/io.containerd.runtime.v2.task/moby/589f51fd37cdc0e84008a0a3e40bd9aec2bd5982c44660c7d84ed649f3c47fed/log.json
D0926 19:02:24.516677       1 config.go:585] Config.LogFormat (--log-format): json
D0926 19:02:24.516678       1 config.go:585] Config.DebugLog (--debug-log): /var/log/runsc-70/
D0926 19:02:24.516680       1 config.go:585] Config.DebugToUserLog (--debug-to-user-log): false
D0926 19:02:24.516682       1 config.go:585] Config.DebugCommand (--debug-command): (empty)
D0926 19:02:24.516683       1 config.go:585] Config.PanicLog (--panic-log): (empty)
D0926 19:02:24.516685       1 config.go:585] Config.CoverageReport (--coverage-report): (empty)
D0926 19:02:24.516686       1 config.go:585] Config.DebugLogFormat (--debug-log-format): text
D0926 19:02:24.516687       1 config.go:585] Config.FileAccess (--file-access): exclusive
D0926 19:02:24.516689       1 config.go:585] Config.FileAccessMounts (--file-access-mounts): shared
D0926 19:02:24.516691       1 config.go:585] Config.Overlay (--overlay): false
D0926 19:02:24.516692       1 config.go:585] Config.Overlay2 (--overlay2): root:self
D0926 19:02:24.516698       1 config.go:585] Config.FSGoferHostUDS (--fsgofer-host-uds): false
D0926 19:02:24.516702       1 config.go:585] Config.HostUDS (--host-uds): none
D0926 19:02:24.516706       1 config.go:585] Config.HostFifo (--host-fifo): none
D0926 19:02:24.516708       1 config.go:585] Config.CharacterDevicePolicy (--character-device-policy): emulated-only
D0926 19:02:24.516711       1 config.go:585] Config.HostSettings (--host-settings): check
D0926 19:02:24.516712       1 config.go:585] Config.Network (--network): sandbox
D0926 19:02:24.516714       1 config.go:585] Config.GoferNetworkNamespace (--gofer-network-namespace): null
D0926 19:02:24.516716       1 config.go:585] Config.EnableRaw (--net-raw): false
D0926 19:02:24.516718       1 config.go:585] Config.AllowPacketEndpointWrite (--allow-packet-socket-write): false
D0926 19:02:24.516722       1 config.go:585] Config.AllowLiveTCPMigration (--allow-live-tcp-migration): true
D0926 19:02:24.516724       1 config.go:585] Config.SignalUnkillablePolicy (--signal-unkillable-policy): none
D0926 19:02:24.516726       1 config.go:585] Config.HostGSO (--gso): true
D0926 19:02:24.516727       1 config.go:585] Config.GVisorGSO (--software-gso): true
D0926 19:02:24.516729       1 config.go:585] Config.GVisorGRO (--gvisor-gro): false
D0926 19:02:24.516731       1 config.go:585] Config.TXChecksumOffload (--tx-checksum-offload): false
D0926 19:02:24.516732       1 config.go:585] Config.RXChecksumOffload (--rx-checksum-offload): true
D0926 19:02:24.516734       1 config.go:585] Config.QDisc (--qdisc): fifo
